"Busy","Big Data","MALE","51-65","Samsung Galaxy Note 4"
"Homebody","Big Data","FEMALE","66+","Samsung Galaxy Note 4"
"Busy","Big Data","MALE","66+","Samsung Galaxy Note 4"
"Homebody","Big Data","MALE","66+","Samsung Galaxy Note 4"
"Night Shift","Big Data","MALE","66+","Samsung Galaxy Note 4"
"Norm Peterson","Big Data","MALE","66+","Samsung Galaxy Note 4"
"Homebody","Average User","FEMALE","18-30","Samsung Galaxy S5"
"Night Shift","Average User","FEMALE","18-30","Samsung Galaxy S5"
"Daily Grinder","High SMS - Low Data","FEMALE","18-30","Samsung Galaxy S5"
"Busy","High Voice","FEMALE","18-30","Samsung Galaxy S5"
"Delivering The Goods","High Voice","FEMALE","18-30","Samsung Galaxy S5"
"Norm Peterson","High Voice","FEMALE","18-30","Samsung Galaxy S5"
"Busy","High Voice and SMS","FEMALE","18-30","Samsung Galaxy S5"
"Delivering The Goods","High Voice and SMS","FEMALE","18-30","Samsung Galaxy S5"
"Night Shift","High Voice and SMS","FEMALE","18-30","Samsung Galaxy S5"
"Homebody","Low Usage Overall","FEMALE","18-30","Samsung Galaxy S5"
"Norm Peterson","Low Usage Overall","FEMALE","18-30","Samsung Galaxy S5"
"Daily Grinder","High SMS - Low Data","MALE","18-30","Samsung Galaxy S5"
"Daily Grinder","High Voice","FEMALE","41-50","iPhone 5c"
"Daily Grinder","High Voice and SMS","FEMALE","41-50","iPhone 5c"
"Busy","High SMS - Low Data","FEMALE","31-40","HTC One"
"Night Shift","High SMS - Low Data","FEMALE","31-40","HTC One"
"Daily Grinder","Low Usage Overall","FEMALE","31-40","HTC One"
"Homebody","Low Usage Overall","FEMALE","31-40","HTC One"
"Delivering The Goods","Average User","MALE","31-40","HTC One"
"Norm Peterson","Average User","MALE","31-40","HTC One"
"Norm Peterson","High SMS - Low Data","MALE","31-40","HTC One"
"Norm Peterson","Low Usage Overall","MALE","66+","iPhone 6"
"Norm Peterson","High Voice","FEMALE","18-30","Samsung E1200"
"Busy","High Voice and SMS","FEMALE","18-30","Samsung E1200"
"Daily Grinder","High Voice and SMS","FEMALE","18-30","Samsung E1200"
"Delivering The Goods","High Voice and SMS","FEMALE","18-30","Samsung E1200"
"Night Shift","High Voice and SMS","FEMALE","18-30","Samsung E1200"
"Busy","High Voice","MALE","18-30","Samsung E1200"
"Homebody","High Voice","MALE","18-30","Samsung E1200"
"Night Shift","High Voice","MALE","18-30","Samsung E1200"
"Norm Peterson","High Voice","MALE","18-30","Samsung E1200"
"Delivering The Goods","High Voice and SMS","MALE","18-30","Samsung E1200"
"Night Shift","High Voice and SMS","MALE","18-30","Samsung E1200"
"Norm Peterson","High Voice and SMS","MALE","18-30","Samsung E1200"
"Busy","High Voice","FEMALE","31-40","Samsung E1200"
"Homebody","High Voice","FEMALE","31-40","Samsung E1200"
"Night Shift","High Voice and SMS","FEMALE","31-40","Samsung E1200"
"Busy","High Voice","MALE","31-40","Samsung E1200"
"Norm Peterson","High Voice and SMS","MALE","31-40","Samsung E1200"
"Busy","High Voice","FEMALE","41-50","Samsung E1200"
"Norm Peterson","Average User","MALE","18-30","iPhone 5"
"Busy","High SMS - Low Data","MALE","18-30","iPhone 5"
"Daily Grinder","High SMS - Low Data","MALE","18-30","iPhone 5"
"Delivering The Goods","High SMS - Low Data","MALE","18-30","iPhone 5"
"Homebody","High SMS - Low Data","MALE","18-30","iPhone 5"
"Night Shift","High SMS - Low Data","MALE","18-30","iPhone 5"
"Daily Grinder","Low Usage Overall","MALE","18-30","iPhone 5"
"Delivering The Goods","Low Usage Overall","MALE","18-30","iPhone 5"
"Busy","Average User","FEMALE","31-40","iPhone 5"
"Night Shift","Average User","FEMALE","31-40","iPhone 5"
"Norm Peterson","Average User","FEMALE","31-40","iPhone 5"
"Busy","Low Usage Overall","FEMALE","31-40","iPhone 5"
"Night Shift","Low Usage Overall","FEMALE","31-40","iPhone 5"
"Homebody","Average User","MALE","31-40","iPhone 5"
"Night Shift","High SMS - Low Data","MALE","31-40","iPhone 5"
"Daily Grinder","Low Usage Overall","MALE","31-40","iPhone 5"
"Homebody","Low Usage Overall","MALE","31-40","iPhone 5"
"Busy","Average User","FEMALE","41-50","iPhone 5"
"Delivering The Goods","High Voice and SMS","FEMALE","41-50","iPhone 5c"
"Night Shift","High Voice and SMS","FEMALE","41-50","iPhone 5c"
"Delivering The Goods","Low Usage Overall","FEMALE","41-50","iPhone 5c"
"Night Shift","Average User","MALE","41-50","iPhone 5c"
"Busy","High Voice","MALE","41-50","iPhone 5c"
"Norm Peterson","High Voice","MALE","41-50","iPhone 5c"
"Norm Peterson","High Voice and SMS","MALE","41-50","iPhone 5c"
"Delivering The Goods","Average User","FEMALE","51-65","iPhone 5c"
"Norm Peterson","Average User","FEMALE","51-65","iPhone 5c"
"Homebody","High SMS - Low Data","FEMALE","51-65","iPhone 5c"
"Norm Peterson","High SMS - Low Data","FEMALE","51-65","iPhone 5c"
"Daily Grinder","High Voice","FEMALE","51-65","iPhone 5c"
"Night Shift","High Voice","FEMALE","51-65","iPhone 5c"
"Homebody","High Voice and SMS","FEMALE","51-65","iPhone 5c"
"Night Shift","Low Usage Overall","FEMALE","51-65","iPhone 5c"
"Busy","High SMS - Low Data","MALE","51-65","iPhone 5c"
"Night Shift","High SMS - Low Data","MALE","51-65","iPhone 5c"
"Busy","High Voice","MALE","51-65","iPhone 5c"
"Daily Grinder","High Voice and SMS","MALE","51-65","iPhone 5c"
"Night Shift","High Voice and SMS","MALE","51-65","iPhone 5c"
"Daily Grinder","Low Usage Overall","MALE","51-65","iPhone 5c"
"Delivering The Goods","High Voice","MALE","41-50","Samsung E1200"
"Busy","High Voice","MALE","51-65","Samsung E1200"
"Daily Grinder","High Voice","MALE","51-65","Samsung E1200"
"Homebody","High Voice","FEMALE","66+","Samsung E1200"
"Norm Peterson","High Voice","FEMALE","66+","Samsung E1200"
"Delivering The Goods","High Voice and SMS","FEMALE","66+","Samsung E1200"
"Norm Peterson","Low Usage Overall","FEMALE","41-50","iPhone 5s"
"Daily Grinder","Average User","MALE","41-50","iPhone 5s"
"Homebody","Average User","MALE","41-50","iPhone 5s"
"Daily Grinder","High SMS - Low Data","MALE","41-50","iPhone 5s"
"Delivering The Goods","High SMS - Low Data","MALE","41-50","iPhone 5s"
"Delivering The Goods","Low Usage Overall","MALE","41-50","iPhone 5s"
"Homebody","High SMS - Low Data","MALE","18-30","Samsung Galaxy S5"
"Norm Peterson","High Voice and SMS","MALE","18-30","Samsung Galaxy S5"
"Delivering The Goods","Low Usage Overall","MALE","18-30","Samsung Galaxy S5"
"Homebody","Low Usage Overall","MALE","18-30","Samsung Galaxy S5"
"Norm Peterson","Average User","FEMALE","31-40","Samsung Galaxy S5"
"Busy","High SMS - Low Data","FEMALE","31-40","Samsung Galaxy S5"
"Daily Grinder","High SMS - Low Data","FEMALE","31-40","Samsung Galaxy S5"
"Daily Grinder","High Voice and SMS","FEMALE","31-40","Samsung Galaxy S5"
"Night Shift","High Voice and SMS","FEMALE","31-40","Samsung Galaxy S5"
"Night Shift","Average User","MALE","31-40","Samsung Galaxy S5"
"Norm Peterson","Average User","MALE","31-40","Samsung Galaxy S5"
"Delivering The Goods","High SMS - Low Data","MALE","31-40","Samsung Galaxy S5"
"Night Shift","High Voice","MALE","31-40","Samsung Galaxy S5"
"Norm Peterson","High Voice","MALE","31-40","Samsung Galaxy S5"
"Delivering The Goods","High Voice and SMS","MALE","31-40","Samsung Galaxy S5"
"Norm Peterson","High Voice and SMS","MALE","31-40","Samsung Galaxy S5"
"Daily Grinder","High SMS - Low Data","FEMALE","41-50","Samsung Galaxy S5"
"Homebody","High Voice","FEMALE","41-50","Samsung Galaxy S5"
"Delivering The Goods","Low Usage Overall","FEMALE","41-50","Samsung Galaxy S5"
"Daily Grinder","Average User","MALE","41-50","Samsung Galaxy S5"
"Homebody","Average User","MALE","41-50","Samsung Galaxy S5"
"Night Shift","Average User","MALE","41-50","Samsung Galaxy S5"
"Norm Peterson","High Voice","MALE","41-50","Samsung Galaxy S5"
"Delivering The Goods","High Voice and SMS","MALE","41-50","Samsung Galaxy S5"
"Night Shift","High Voice and SMS","MALE","41-50","Samsung Galaxy S5"
"Busy","Average User","FEMALE","51-65","Samsung Galaxy S5"
"Norm Peterson","Average User","FEMALE","51-65","Samsung Galaxy S5"
"Delivering The Goods","High SMS - Low Data","FEMALE","51-65","Samsung Galaxy S5"
"Night Shift","High Voice","FEMALE","51-65","Samsung Galaxy S5"
"Daily Grinder","High Voice and SMS","FEMALE","51-65","Samsung Galaxy S5"
"Night Shift","Low Usage Overall","FEMALE","51-65","Samsung Galaxy S5"
"Daily Grinder","Average User","MALE","51-65","Samsung Galaxy S5"
"Busy","High SMS - Low Data","MALE","51-65","Samsung Galaxy S5"
"Night Shift","High SMS - Low Data","MALE","51-65","Samsung Galaxy S5"
"Homebody","High Voice","MALE","51-65","Samsung Galaxy S5"
"Busy","High Voice and SMS","MALE","51-65","Samsung Galaxy S5"
"Delivering The Goods","High Voice and SMS","MALE","51-65","Samsung Galaxy S5"
"Daily Grinder","Low Usage Overall","MALE","51-65","Samsung Galaxy S5"
"Night Shift","Low Usage Overall","MALE","51-65","Samsung Galaxy S5"
"Daily Grinder","Big Data","FEMALE","31-40","iPhone 6"
"Delivering The Goods","Big Data","FEMALE","31-40","iPhone 6"
"Daily Grinder","Average User","FEMALE","41-50","HTC One"
"Night Shift","High SMS - Low Data","FEMALE","41-50","HTC One"
"Daily Grinder","Low Usage Overall","FEMALE","41-50","HTC One"
"Daily Grinder","Average User","MALE","41-50","HTC One"
"Delivering The Goods","Average User","MALE","41-50","HTC One"
"Norm Peterson","High SMS - Low Data","MALE","41-50","HTC One"
"Delivering The Goods","Average User","FEMALE","51-65","HTC One"
"Homebody","High SMS - Low Data","FEMALE","51-65","HTC One"
"Night Shift","High SMS - Low Data","FEMALE","51-65","HTC One"
"Norm Peterson","High SMS - Low Data","FEMALE","51-65","HTC One"
"Busy","Low Usage Overall","FEMALE","51-65","HTC One"
"Daily Grinder","Low Usage Overall","FEMALE","51-65","HTC One"
"Homebody","Low Usage Overall","FEMALE","51-65","HTC One"
"Busy","Average User","MALE","51-65","HTC One"
"Daily Grinder","Average User","MALE","51-65","HTC One"
"Delivering The Goods","Average User","FEMALE","51-65","iPhone 5s"
"Homebody","High SMS - Low Data","FEMALE","51-65","iPhone 5s"
"Norm Peterson","High SMS - Low Data","FEMALE","51-65","iPhone 5s"
"Norm Peterson","Low Usage Overall","FEMALE","51-65","iPhone 5s"
"Busy","Average User","MALE","51-65","iPhone 5s"
"Daily Grinder","Average User","MALE","51-65","iPhone 5s"
"Daily Grinder","High SMS - Low Data","MALE","51-65","iPhone 5s"
"Night Shift","Low Usage Overall","MALE","51-65","iPhone 5s"
"Norm Peterson","Low Usage Overall","MALE","51-65","iPhone 5s"
"Daily Grinder","Average User","FEMALE","66+","iPhone 5s"
"Busy","High SMS - Low Data","FEMALE","66+","iPhone 5s"
"Daily Grinder","High SMS - Low Data","FEMALE","66+","iPhone 5s"
"Norm Peterson","Low Usage Overall","FEMALE","66+","iPhone 5s"
"Busy","Average User","MALE","66+","iPhone 5s"
"Night Shift","Average User","MALE","66+","iPhone 5s"
"Norm Peterson","Average User","MALE","66+","iPhone 5s"
"Daily Grinder","High SMS - Low Data","MALE","66+","iPhone 5s"
"Night Shift","Low Usage Overall","MALE","66+","iPhone 5s"
"Delivering The Goods","Big Data","FEMALE","18-30","iPhone 6"
"Homebody","Big Data","FEMALE","18-30","iPhone 6"
"Night Shift","Big Data","FEMALE","18-30","iPhone 6"
"Busy","Low Usage Overall","FEMALE","18-30","iPhone 6"
"Delivering The Goods","Low Usage Overall","FEMALE","18-30","iPhone 6"
"Daily Grinder","Average User","MALE","18-30","iPhone 6"
"Daily Grinder","Big Data","MALE","18-30","iPhone 6"
"Night Shift","Low Usage Overall","MALE","18-30","iPhone 6"
"Busy","Average User","FEMALE","31-40","iPhone 6"
"Daily Grinder","Average User","FEMALE","31-40","iPhone 6"
"Busy","High Voice and SMS","FEMALE","31-40","Samsung E1200"
"Homebody","High Voice and SMS","FEMALE","31-40","Samsung E1200"
"Delivering The Goods","High Voice","MALE","31-40","Samsung E1200"
"Homebody","High Voice","MALE","31-40","Samsung E1200"
"Night Shift","High Voice","MALE","31-40","Samsung E1200"
"Daily Grinder","High Voice and SMS","MALE","31-40","Samsung E1200"
"Homebody","High Voice","FEMALE","41-50","Samsung E1200"
"Night Shift","High Voice","FEMALE","41-50","Samsung E1200"
"Delivering The Goods","High Voice and SMS","FEMALE","41-50","Samsung E1200"
"Norm Peterson","High Voice and SMS","FEMALE","41-50","Samsung E1200"
"Homebody","High Voice","MALE","41-50","Samsung E1200"
"Night Shift","High Voice and SMS","MALE","41-50","Samsung E1200"
"Norm Peterson","High Voice","MALE","51-65","Samsung E1200"
"Busy","High Voice and SMS","MALE","51-65","Samsung E1200"
"Daily Grinder","High Voice","FEMALE","66+","Samsung E1200"
"Delivering The Goods","High SMS - Low Data","FEMALE","66+","iPhone 5c"
"Homebody","High SMS - Low Data","FEMALE","66+","iPhone 5c"
"Night Shift","High SMS - Low Data","FEMALE","66+","iPhone 5c"
"Homebody","High Voice","FEMALE","66+","iPhone 5c"
"Daily Grinder","Low Usage Overall","FEMALE","66+","iPhone 5c"
"Busy","Average User","MALE","66+","iPhone 5c"
"Daily Grinder","Average User","MALE","66+","iPhone 5c"
"Delivering The Goods","Average User","MALE","66+","iPhone 5c"
"Homebody","Average User","MALE","66+","iPhone 5c"
"Night Shift","Average User","MALE","66+","iPhone 5c"
"Norm Peterson","High SMS - Low Data","MALE","66+","iPhone 5c"
"Norm Peterson","High Voice","MALE","66+","iPhone 5c"
"Homebody","High Voice and SMS","MALE","66+","iPhone 5c"
"Night Shift","High Voice and SMS","MALE","66+","iPhone 5c"
"Daily Grinder","Average User","FEMALE","18-30","iPhone 5s"
"Night Shift","Average User","FEMALE","18-30","iPhone 5s"
"Busy","High SMS - Low Data","MALE","18-30","iPhone 5s"
"Homebody","Low Usage Overall","MALE","18-30","iPhone 5s"
"Busy","Average User","FEMALE","31-40","iPhone 5s"
"Busy","High SMS - Low Data","FEMALE","31-40","iPhone 5s"
"Homebody","High SMS - Low Data","FEMALE","31-40","iPhone 5s"
"Busy","Low Usage Overall","FEMALE","31-40","iPhone 5s"
"Delivering The Goods","Low Usage Overall","FEMALE","31-40","iPhone 5s"
"Norm Peterson","Low Usage Overall","FEMALE","31-40","iPhone 5s"
"Norm Peterson","Average User","MALE","31-40","iPhone 5s"
"Daily Grinder","High SMS - Low Data","MALE","31-40","iPhone 5s"
"Busy","Average User","FEMALE","41-50","iPhone 5s"
"Norm Peterson","Average User","FEMALE","41-50","iPhone 5s"
"Busy","Low Usage Overall","FEMALE","41-50","iPhone 5s"
"Daily Grinder","Average User","FEMALE","66+","Samsung Galaxy S5"
"Delivering The Goods","High SMS - Low Data","FEMALE","66+","Samsung Galaxy S5"
"Homebody","High SMS - Low Data","FEMALE","66+","Samsung Galaxy S5"
"Night Shift","High SMS - Low Data","FEMALE","66+","Samsung Galaxy S5"
"Busy","High Voice","FEMALE","66+","Samsung Galaxy S5"
"Busy","High Voice and SMS","FEMALE","66+","Samsung Galaxy S5"
"Norm Peterson","High Voice and SMS","FEMALE","66+","Samsung Galaxy S5"
"Daily Grinder","Low Usage Overall","FEMALE","66+","Samsung Galaxy S5"
"Daily Grinder","Average User","MALE","66+","Samsung Galaxy S5"
"Delivering The Goods","Average User","MALE","66+","Samsung Galaxy S5"
"Night Shift","Average User","MALE","66+","Samsung Galaxy S5"
"Delivering The Goods","High SMS - Low Data","MALE","66+","Samsung Galaxy S5"
"Norm Peterson","High SMS - Low Data","MALE","66+","Samsung Galaxy S5"
"Busy","High Voice","FEMALE","18-30","Blackberry PRIV"
"Delivering The Goods","High Voice","FEMALE","18-30","Blackberry PRIV"
"Night Shift","High Voice","FEMALE","18-30","Blackberry PRIV"
"Daily Grinder","High Voice and SMS","FEMALE","18-30","Blackberry PRIV"
"Night Shift","High Voice and SMS","FEMALE","18-30","Blackberry PRIV"
"Delivering The Goods","High Voice","MALE","18-30","Blackberry PRIV"
"Homebody","High Voice","MALE","18-30","Blackberry PRIV"
"Norm Peterson","High Voice and SMS","MALE","18-30","Blackberry PRIV"
"Norm Peterson","High Voice","FEMALE","31-40","Blackberry PRIV"
"Night Shift","High Voice and SMS","FEMALE","31-40","Blackberry PRIV"
"Daily Grinder","High Voice","MALE","31-40","Blackberry PRIV"
"Delivering The Goods","High Voice","MALE","31-40","Blackberry PRIV"
"Night Shift","High Voice","MALE","31-40","Blackberry PRIV"
"Norm Peterson","High Voice and SMS","MALE","31-40","Blackberry PRIV"
"Delivering The Goods","High SMS - Low Data","FEMALE","31-40","iPhone 6"
"Norm Peterson","Low Usage Overall","FEMALE","31-40","iPhone 6"
"Homebody","Average User","MALE","31-40","iPhone 6"
"Norm Peterson","Big Data","MALE","31-40","iPhone 6"
"Busy","High SMS - Low Data","MALE","31-40","iPhone 6"
"Daily Grinder","High SMS - Low Data","MALE","31-40","iPhone 6"
"Night Shift","Low Usage Overall","MALE","31-40","iPhone 6"
"Busy","Average User","FEMALE","41-50","iPhone 6"
"Night Shift","Average User","FEMALE","41-50","iPhone 6"
"Daily Grinder","Big Data","FEMALE","41-50","iPhone 6"
"Homebody","Low Usage Overall","FEMALE","41-50","iPhone 6"
"Norm Peterson","Low Usage Overall","FEMALE","41-50","iPhone 6"
"Busy","High SMS - Low Data","MALE","41-50","iPhone 6"
"Daily Grinder","High SMS - Low Data","MALE","41-50","iPhone 6"
"Homebody","High SMS - Low Data","MALE","41-50","iPhone 6"
"Busy","Low Usage Overall","MALE","41-50","iPhone 6"
"Delivering The Goods","Low Usage Overall","MALE","41-50","iPhone 6"
"Homebody","Low Usage Overall","MALE","41-50","iPhone 6"
"Daily Grinder","Average User","FEMALE","51-65","iPhone 6"
"Night Shift","Average User","FEMALE","51-65","iPhone 6"
"Daily Grinder","High SMS - Low Data","FEMALE","51-65","iPhone 6"
"Homebody","High SMS - Low Data","FEMALE","51-65","iPhone 6"
"Night Shift","Low Usage Overall","FEMALE","51-65","iPhone 6"
"Norm Peterson","Low Usage Overall","FEMALE","51-65","iPhone 6"
"Busy","Average User","MALE","51-65","iPhone 6"
"Night Shift","Average User","MALE","51-65","iPhone 6"
"Busy","Big Data","MALE","51-65","iPhone 6"
"Daily Grinder","High SMS - Low Data","MALE","51-65","iPhone 6"
"Delivering The Goods","High SMS - Low Data","MALE","51-65","iPhone 6"
"Night Shift","High Voice","MALE","66+","Samsung Galaxy S5"
"Norm Peterson","High Voice","MALE","66+","Samsung Galaxy S5"
"Busy","High Voice and SMS","MALE","66+","Samsung Galaxy S5"
"Daily Grinder","High Voice and SMS","MALE","66+","Samsung Galaxy S5"
"Night Shift","High Voice and SMS","MALE","66+","Samsung Galaxy S5"
"Daily Grinder","High SMS - Low Data","FEMALE","18-30","Samsung Galaxy S6"
"Delivering The Goods","High SMS - Low Data","FEMALE","18-30","Samsung Galaxy S6"
"Night Shift","Low Usage Overall","FEMALE","18-30","Samsung Galaxy S6"
"Night Shift","Average User","MALE","18-30","Samsung Galaxy S6"
"Norm Peterson","Big Data","MALE","18-30","Samsung Galaxy S6"
"Night Shift","High SMS - Low Data","MALE","18-30","Samsung Galaxy S6"
"Daily Grinder","Low Usage Overall","MALE","18-30","Samsung Galaxy S6"
"Daily Grinder","Average User","FEMALE","31-40","Samsung Galaxy S6"
"Night Shift","Big Data","FEMALE","31-40","Samsung Galaxy S6"
"Norm Peterson","Big Data","FEMALE","31-40","Samsung Galaxy S6"
"Daily Grinder","High SMS - Low Data","FEMALE","31-40","Samsung Galaxy S6"
"Homebody","High SMS - Low Data","FEMALE","31-40","Samsung Galaxy S6"
"Daily Grinder","High Voice","MALE","18-30","ZTE F320"
"Daily Grinder","High Voice and SMS","MALE","18-30","ZTE F320"
"Daily Grinder","High Voice","FEMALE","31-40","ZTE F320"
"Delivering The Goods","High Voice","FEMALE","31-40","ZTE F320"
"Homebody","High Voice","FEMALE","31-40","ZTE F320"
"Night Shift","High Voice","FEMALE","31-40","ZTE F320"
"Norm Peterson","High Voice and SMS","FEMALE","31-40","ZTE F320"
"Daily Grinder","High Voice and SMS","MALE","31-40","ZTE F320"
"Delivering The Goods","High Voice","FEMALE","41-50","ZTE F320"
"Night Shift","High Voice","FEMALE","41-50","ZTE F320"
"Busy","High Voice and SMS","FEMALE","66+","Samsung E1200"
"Daily Grinder","High Voice and SMS","FEMALE","66+","Samsung E1200"
"Delivering The Goods","High Voice","MALE","66+","Samsung E1200"
"Norm Peterson","High Voice","MALE","66+","Samsung E1200"
"Busy","High Voice and SMS","MALE","66+","Samsung E1200"
"Daily Grinder","High Voice and SMS","MALE","66+","Samsung E1200"
"Homebody","High Voice and SMS","MALE","66+","Samsung E1200"
"Homebody","Big Data","MALE","18-30","Samsung Galaxy Note 3"
"Night Shift","Big Data","MALE","18-30","Samsung Galaxy Note 3"
"Norm Peterson","Big Data","MALE","18-30","Samsung Galaxy Note 3"
"Daily Grinder","Big Data","FEMALE","31-40","Samsung Galaxy Note 3"
"Night Shift","Big Data","FEMALE","31-40","Samsung Galaxy Note 3"
"Daily Grinder","Big Data","MALE","31-40","Samsung Galaxy Note 3"
"Night Shift","Big Data","MALE","31-40","Samsung Galaxy Note 3"
"Daily Grinder","Big Data","FEMALE","41-50","Samsung Galaxy Note 3"
"Delivering The Goods","Average User","MALE","51-65","HTC One"
"Homebody","Average User","MALE","51-65","HTC One"
"Delivering The Goods","High SMS - Low Data","MALE","51-65","HTC One"
"Homebody","High SMS - Low Data","MALE","51-65","HTC One"
"Norm Peterson","High SMS - Low Data","MALE","51-65","HTC One"
"Norm Peterson","Low Usage Overall","MALE","51-65","HTC One"
"Daily Grinder","Average User","FEMALE","66+","HTC One"
"Delivering The Goods","Average User","FEMALE","66+","HTC One"
"Homebody","Average User","FEMALE","66+","HTC One"
"Night Shift","Average User","FEMALE","66+","HTC One"
"Norm Peterson","High SMS - Low Data","FEMALE","66+","HTC One"
"Norm Peterson","Low Usage Overall","FEMALE","66+","HTC One"
"Homebody","Average User","MALE","66+","HTC One"
"Night Shift","Average User","MALE","66+","HTC One"
"Daily Grinder","High SMS - Low Data","MALE","66+","HTC One"
"Delivering The Goods","High SMS - Low Data","MALE","66+","HTC One"
"Delivering The Goods","Low Usage Overall","MALE","66+","HTC One"
"Homebody","Low Usage Overall","MALE","66+","HTC One"
"Daily Grinder","Big Data","FEMALE","18-30","iPad 2"
"Daily Grinder","Big Data","FEMALE","51-65","Samsung Galaxy Note 4"
"Homebody","Big Data","FEMALE","51-65","Samsung Galaxy Note 4"
"Delivering The Goods","Big Data","MALE","51-65","Samsung Galaxy Note 4"
"Night Shift","Big Data","FEMALE","66+","Samsung Galaxy Note 4"
"Daily Grinder","Big Data","MALE","66+","Samsung Galaxy Note 4"
"Delivering The Goods","Big Data","MALE","66+","Samsung Galaxy Note 4"
"Delivering The Goods","Average User","FEMALE","18-30","Samsung Galaxy S5"
"Homebody","High SMS - Low Data","FEMALE","18-30","Samsung Galaxy S5"
"Night Shift","High SMS - Low Data","FEMALE","18-30","Samsung Galaxy S5"
"Norm Peterson","High SMS - Low Data","FEMALE","18-30","Samsung Galaxy S5"
"Daily Grinder","High Voice","FEMALE","18-30","Samsung Galaxy S5"
"Night Shift","High Voice","FEMALE","18-30","Samsung Galaxy S5"
"Daily Grinder","Low Usage Overall","FEMALE","18-30","Samsung Galaxy S5"
"Delivering The Goods","Average User","MALE","18-30","Samsung Galaxy S5"
"Busy","High SMS - Low Data","MALE","18-30","Samsung Galaxy S5"
"Norm Peterson","High SMS - Low Data","MALE","18-30","Samsung Galaxy S5"
"Night Shift","High Voice","MALE","18-30","Samsung Galaxy S5"
"Daily Grinder","High Voice and SMS","MALE","18-30","Samsung Galaxy S5"
"Night Shift","High Voice and SMS","MALE","18-30","Samsung Galaxy S5"
"Daily Grinder","Average User","FEMALE","31-40","Samsung Galaxy S5"
"Delivering The Goods","Average User","FEMALE","31-40","Samsung Galaxy S5"
"Daily Grinder","High Voice","FEMALE","41-50","Blackberry PRIV"
"Busy","High Voice and SMS","FEMALE","41-50","Blackberry PRIV"
"Daily Grinder","High Voice and SMS","FEMALE","41-50","Blackberry PRIV"
"Delivering The Goods","High Voice and SMS","FEMALE","41-50","Blackberry PRIV"
"Daily Grinder","High Voice","MALE","41-50","Blackberry PRIV"
"Daily Grinder","High Voice","FEMALE","51-65","Blackberry PRIV"
"Homebody","High Voice and SMS","FEMALE","51-65","Blackberry PRIV"
"Homebody","High Voice","FEMALE","66+","Blackberry PRIV"
"Homebody","High Voice and SMS","FEMALE","66+","Blackberry PRIV"
"Norm Peterson","High Voice and SMS","FEMALE","66+","Blackberry PRIV"
"Norm Peterson","High Voice","MALE","66+","Blackberry PRIV"
"Night Shift","High Voice and SMS","MALE","66+","Blackberry PRIV"
"Busy","Average User","FEMALE","18-30","HTC One"
"Night Shift","Average User","FEMALE","18-30","HTC One"
"Norm Peterson","Average User","FEMALE","18-30","HTC One"
"Delivering The Goods","Low Usage Overall","FEMALE","18-30","HTC One"
"Homebody","Average User","MALE","18-30","HTC One"
"Night Shift","Average User","MALE","18-30","HTC One"
"Delivering The Goods","Low Usage Overall","MALE","18-30","HTC One"
"Homebody","Low Usage Overall","MALE","18-30","HTC One"
"Delivering The Goods","Low Usage Overall","FEMALE","31-40","Samsung Galaxy S6"
"Night Shift","Low Usage Overall","FEMALE","31-40","Samsung Galaxy S6"
"Norm Peterson","Low Usage Overall","FEMALE","31-40","Samsung Galaxy S6"
"Daily Grinder","Average User","MALE","31-40","Samsung Galaxy S6"
"Daily Grinder","Big Data","MALE","31-40","Samsung Galaxy S6"
"Daily Grinder","High SMS - Low Data","MALE","31-40","Samsung Galaxy S6"
"Night Shift","High SMS - Low Data","MALE","31-40","Samsung Galaxy S6"
"Daily Grinder","Low Usage Overall","MALE","31-40","Samsung Galaxy S6"
"Norm Peterson","Big Data","FEMALE","41-50","Samsung Galaxy S6"
"Busy","High SMS - Low Data","FEMALE","41-50","Samsung Galaxy S6"
"Daily Grinder","High SMS - Low Data","FEMALE","41-50","Samsung Galaxy S6"
"Delivering The Goods","High SMS - Low Data","FEMALE","41-50","Samsung Galaxy S6"
"Homebody","Low Usage Overall","FEMALE","41-50","Samsung Galaxy S6"
"Norm Peterson","Low Usage Overall","FEMALE","41-50","Samsung Galaxy S6"
"Homebody","Average User","MALE","41-50","Samsung Galaxy S6"
"Norm Peterson","Average User","MALE","41-50","Samsung Galaxy S6"
"Night Shift","Big Data","MALE","41-50","Samsung Galaxy S6"
"Daily Grinder","High SMS - Low Data","MALE","41-50","Samsung Galaxy S6"
"Delivering The Goods","High SMS - Low Data","MALE","41-50","Samsung Galaxy S6"
"Delivering The Goods","Low Usage Overall","MALE","41-50","Samsung Galaxy S6"
"Night Shift","Low Usage Overall","MALE","41-50","Samsung Galaxy S6"
"Norm Peterson","Low Usage Overall","MALE","41-50","Samsung Galaxy S6"
"Busy","Average User","FEMALE","51-65","Samsung Galaxy S6"
"Daily Grinder","Average User","FEMALE","51-65","Samsung Galaxy S6"
"Delivering The Goods","Big Data","FEMALE","51-65","Samsung Galaxy S6"
"Busy","High SMS - Low Data","FEMALE","51-65","Samsung Galaxy S6"
"Homebody","High SMS - Low Data","FEMALE","51-65","Samsung Galaxy S6"
"Busy","Low Usage Overall","FEMALE","51-65","Samsung Galaxy S6"
"Norm Peterson","Low Usage Overall","FEMALE","51-65","Samsung Galaxy S6"
"Busy","Average User","MALE","51-65","Samsung Galaxy S6"
