DATE|IMSI|MOBILITY PROFILE|SERVICE USAGE PROFILE
FEBRUARY 2016|123456700000452|Night Shift|Average User
FEBRUARY 2016|123456700000453|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000454|Homebody|High Voice
FEBRUARY 2016|123456700000455|Norm Peterson|Big Data
FEBRUARY 2016|123456700000456|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000457|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000458|Daily Grinder|Average User
FEBRUARY 2016|123456700000459|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000460|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000461|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000462|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000463|Norm Peterson|Big Data
FEBRUARY 2016|123456700000464|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000465|Night Shift|High Voice
FEBRUARY 2016|123456700000466|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000467|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000468|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000469|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000470|Busy|Average User
FEBRUARY 2016|123456700000471|Busy|Big Data
FEBRUARY 2016|123456700000472|Homebody|High Voice
FEBRUARY 2016|123456700000473|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000474|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000475|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000476|Norm Peterson|Big Data
FEBRUARY 2016|123456700000477|Night Shift|Big Data
FEBRUARY 2016|123456700000478|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000479|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000480|Norm Peterson|High Voice
FEBRUARY 2016|123456700000481|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000482|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000483|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000484|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000485|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000486|Night Shift|Big Data
FEBRUARY 2016|123456700000487|Night Shift|High Voice
FEBRUARY 2016|123456700000488|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000489|Delivering The Goods|Average User
FEBRUARY 2016|123456700000490|Norm Peterson|High Voice
FEBRUARY 2016|123456700000491|Norm Peterson|Average User
FEBRUARY 2016|123456700000492|Busy|High Voice & SMS
FEBRUARY 2016|123456700000493|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000494|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000495|Night Shift|Average User
FEBRUARY 2016|123456700000496|Daily Grinder|Big Data
FEBRUARY 2016|123456700000497|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000498|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000499|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000500|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000501|Busy|Big Data
FEBRUARY 2016|123456700000502|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000503|Busy|High Voice
FEBRUARY 2016|123456700000504|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000505|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000506|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000507|Norm Peterson|Big Data
FEBRUARY 2016|123456700000508|Homebody|Average User
FEBRUARY 2016|123456700000509|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000510|Night Shift|Average User
FEBRUARY 2016|123456700000511|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000512|Delivering The Goods|Average User
FEBRUARY 2016|123456700000513|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000514|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000515|Night Shift|High Voice
FEBRUARY 2016|123456700000516|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000517|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000518|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000519|Norm Peterson|High Voice
FEBRUARY 2016|123456700000520|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000521|Busy|Low Usage Overall
FEBRUARY 2016|123456700000522|Homebody|Big Data
FEBRUARY 2016|123456700000523|Busy|High Voice & SMS
FEBRUARY 2016|123456700000524|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000525|Homebody|Big Data
FEBRUARY 2016|123456700000526|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000527|Daily Grinder|Average User
FEBRUARY 2016|123456700000528|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000529|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000530|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000531|Busy|High Voice
FEBRUARY 2016|123456700000532|Busy|Big Data
FEBRUARY 2016|123456700000533|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000534|Daily Grinder|High Voice
FEBRUARY 2016|123456700000535|Daily Grinder|Average User
FEBRUARY 2016|123456700000536|Daily Grinder|Big Data
FEBRUARY 2016|123456700000537|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000538|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000539|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000540|Homebody|Average User
FEBRUARY 2016|123456700000541|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000542|Delivering The Goods|Average User
FEBRUARY 2016|123456700000543|Busy|High Voice & SMS
FEBRUARY 2016|123456700000544|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000545|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000546|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000547|Delivering The Goods|Average User
FEBRUARY 2016|123456700000548|Night Shift|Average User
FEBRUARY 2016|123456700000549|Busy|High Voice
FEBRUARY 2016|123456700000550|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000551|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000552|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000553|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000554|Daily Grinder|Big Data
FEBRUARY 2016|123456700000555|Daily Grinder|High Voice
FEBRUARY 2016|123456700000556|Homebody|High Voice
FEBRUARY 2016|123456700000557|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000558|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000559|Busy|High Voice
FEBRUARY 2016|123456700000560|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000561|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000562|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000563|Busy|High Voice & SMS
FEBRUARY 2016|123456700000564|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000565|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000566|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000567|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000568|Busy|Big Data
FEBRUARY 2016|123456700000569|Norm Peterson|High Voice
FEBRUARY 2016|123456700000570|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000571|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000572|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000573|Daily Grinder|Average User
FEBRUARY 2016|123456700000574|Night Shift|High Voice
FEBRUARY 2016|123456700000575|Night Shift|High Voice
FEBRUARY 2016|123456700000576|Busy|High Voice & SMS
FEBRUARY 2016|123456700000577|Busy|High Voice & SMS
FEBRUARY 2016|123456700000578|Norm Peterson|High Voice
FEBRUARY 2016|123456700000579|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000580|Busy|Average User
FEBRUARY 2016|123456700000581|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000582|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000583|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000584|Daily Grinder|Average User
FEBRUARY 2016|123456700000585|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000586|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000587|Busy|Big Data
FEBRUARY 2016|123456700000588|Homebody|Average User
FEBRUARY 2016|123456700000589|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000590|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000591|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000592|Busy|High Voice
FEBRUARY 2016|123456700000593|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000594|Night Shift|Average User
FEBRUARY 2016|123456700000595|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000596|Homebody|High Voice
FEBRUARY 2016|123456700000597|Norm Peterson|Average User
FEBRUARY 2016|123456700000598|Homebody|Average User
FEBRUARY 2016|123456700000599|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000600|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000601|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000602|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000603|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000604|Delivering The Goods|Average User
FEBRUARY 2016|123456700000605|Delivering The Goods|Average User
FEBRUARY 2016|123456700000606|Busy|High Voice
FEBRUARY 2016|123456700000607|Busy|High Voice & SMS
FEBRUARY 2016|123456700000608|Busy|High Voice
FEBRUARY 2016|123456700000609|Homebody|Average User
FEBRUARY 2016|123456700000610|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000611|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000612|Busy|Average User
FEBRUARY 2016|123456700000613|Busy|Average User
FEBRUARY 2016|123456700000614|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000615|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000616|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000617|Busy|Average User
FEBRUARY 2016|123456700000618|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000619|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000620|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000621|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000622|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000623|Norm Peterson|Average User
FEBRUARY 2016|123456700000624|Busy|High Voice
FEBRUARY 2016|123456700000625|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000626|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000627|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000628|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000629|Busy|High Voice
FEBRUARY 2016|123456700000630|Norm Peterson|High Voice
FEBRUARY 2016|123456700000631|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000632|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000633|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000634|Homebody|Average User
FEBRUARY 2016|123456700000635|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000636|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000637|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000638|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000639|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000640|Night Shift|Average User
FEBRUARY 2016|123456700000641|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000642|Norm Peterson|Big Data
FEBRUARY 2016|123456700000643|Homebody|Average User
FEBRUARY 2016|123456700000644|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000645|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000646|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000647|Daily Grinder|High Voice
FEBRUARY 2016|123456700000648|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000649|Daily Grinder|Big Data
FEBRUARY 2016|123456700000650|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000651|Busy|High Voice
FEBRUARY 2016|123456700000652|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000653|Homebody|High Voice
FEBRUARY 2016|123456700000654|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000655|Night Shift|High Voice
FEBRUARY 2016|123456700000656|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000657|Norm Peterson|Average User
FEBRUARY 2016|123456700000658|Night Shift|High Voice
FEBRUARY 2016|123456700000659|Night Shift|High Voice
FEBRUARY 2016|123456700000660|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000661|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000662|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000663|Homebody|High Voice
FEBRUARY 2016|123456700000664|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000665|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000666|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000667|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000668|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000669|Norm Peterson|Big Data
FEBRUARY 2016|123456700000670|Busy|Big Data
FEBRUARY 2016|123456700000671|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000672|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000673|Daily Grinder|Big Data
FEBRUARY 2016|123456700000674|Homebody|Average User
FEBRUARY 2016|123456700000675|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000676|Daily Grinder|High Voice
FEBRUARY 2016|123456700000677|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000678|Norm Peterson|Big Data
FEBRUARY 2016|123456700000679|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000680|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000681|Night Shift|Big Data
FEBRUARY 2016|123456700000682|Homebody|Average User
FEBRUARY 2016|123456700000683|Norm Peterson|Average User
FEBRUARY 2016|123456700000684|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000685|Norm Peterson|Big Data
FEBRUARY 2016|123456700000686|Busy|Big Data
FEBRUARY 2016|123456700000687|Norm Peterson|Average User
FEBRUARY 2016|123456700000688|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000689|Busy|Low Usage Overall
FEBRUARY 2016|123456700000690|Daily Grinder|Average User
FEBRUARY 2016|123456700000691|Daily Grinder|High Voice
FEBRUARY 2016|123456700000692|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000693|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000694|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000695|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000696|Homebody|Big Data
FEBRUARY 2016|123456700000697|Busy|Average User
FEBRUARY 2016|123456700000698|Busy|High Voice & SMS
FEBRUARY 2016|123456700000699|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000700|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000701|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000702|Night Shift|Big Data
FEBRUARY 2016|123456700000703|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000704|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000705|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000706|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000707|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000708|Homebody|High Voice
FEBRUARY 2016|123456700000709|Night Shift|Average User
FEBRUARY 2016|123456700000710|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000711|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000712|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000713|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000714|Norm Peterson|Big Data
FEBRUARY 2016|123456700000715|Daily Grinder|High Voice
FEBRUARY 2016|123456700000716|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000717|Norm Peterson|Average User
FEBRUARY 2016|123456700000718|Night Shift|Big Data
FEBRUARY 2016|123456700000719|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000720|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000721|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000722|Busy|High Voice
FEBRUARY 2016|123456700000723|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000724|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000725|Night Shift|High Voice
FEBRUARY 2016|123456700000726|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000727|Busy|Low Usage Overall
FEBRUARY 2016|123456700000728|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000729|Homebody|Average User
FEBRUARY 2016|123456700000730|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000731|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000732|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000733|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000734|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000735|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000736|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000737|Norm Peterson|High Voice
FEBRUARY 2016|123456700000738|Homebody|Average User
FEBRUARY 2016|123456700000739|Night Shift|Big Data
FEBRUARY 2016|123456700000740|Busy|High Voice & SMS
FEBRUARY 2016|123456700000741|Homebody|Average User
FEBRUARY 2016|123456700000742|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000743|Night Shift|High Voice
FEBRUARY 2016|123456700000744|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000745|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000746|Busy|Big Data
FEBRUARY 2016|123456700000747|Homebody|Average User
FEBRUARY 2016|123456700000748|Homebody|Average User
FEBRUARY 2016|123456700000749|Night Shift|High Voice
FEBRUARY 2016|123456700000750|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000751|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000752|Homebody|High Voice
FEBRUARY 2016|123456700000753|Homebody|High Voice
FEBRUARY 2016|123456700000754|Daily Grinder|Average User
FEBRUARY 2016|123456700000755|Busy|High Voice
FEBRUARY 2016|123456700000756|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000757|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000758|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000759|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000760|Homebody|Average User
FEBRUARY 2016|123456700000761|Daily Grinder|High Voice
FEBRUARY 2016|123456700000762|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000763|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000764|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000765|Night Shift|High Voice
FEBRUARY 2016|123456700000766|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000767|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000768|Delivering The Goods|Average User
FEBRUARY 2016|123456700000769|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000770|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000771|Delivering The Goods|Average User
FEBRUARY 2016|123456700000772|Daily Grinder|Big Data
FEBRUARY 2016|123456700000773|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000774|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000775|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000776|Norm Peterson|High Voice
FEBRUARY 2016|123456700000777|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000778|Busy|Big Data
FEBRUARY 2016|123456700000779|Norm Peterson|Big Data
FEBRUARY 2016|123456700000780|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000781|Busy|Big Data
FEBRUARY 2016|123456700000782|Norm Peterson|Big Data
FEBRUARY 2016|123456700000783|Homebody|High Voice
FEBRUARY 2016|123456700000784|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000785|Busy|High Voice & SMS
FEBRUARY 2016|123456700000786|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000787|Busy|Average User
FEBRUARY 2016|123456700000788|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000789|Night Shift|Big Data
FEBRUARY 2016|123456700000790|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000791|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000792|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000793|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000794|Norm Peterson|High Voice
FEBRUARY 2016|123456700000795|Busy|Big Data
FEBRUARY 2016|123456700000796|Busy|High Voice
FEBRUARY 2016|123456700000797|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000798|Night Shift|Big Data
FEBRUARY 2016|123456700000799|Norm Peterson|High Voice
FEBRUARY 2016|123456700000800|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000801|Night Shift|Big Data
FEBRUARY 2016|123456700000802|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000803|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000804|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000805|Homebody|Big Data
FEBRUARY 2016|123456700000806|Busy|High Voice & SMS
FEBRUARY 2016|123456700000807|Busy|Low Usage Overall
FEBRUARY 2016|123456700000808|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000809|Norm Peterson|Average User
FEBRUARY 2016|123456700000810|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000811|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000812|Norm Peterson|Average User
FEBRUARY 2016|123456700000813|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000814|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000815|Daily Grinder|High Voice
FEBRUARY 2016|123456700000816|Busy|High Voice & SMS
FEBRUARY 2016|123456700000817|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000818|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000819|Delivering The Goods|Average User
FEBRUARY 2016|123456700000820|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000821|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000822|Night Shift|Big Data
FEBRUARY 2016|123456700000823|Homebody|High Voice
FEBRUARY 2016|123456700000824|Norm Peterson|Average User
FEBRUARY 2016|123456700000825|Daily Grinder|Average User
FEBRUARY 2016|123456700000826|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000827|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000828|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000829|Daily Grinder|Big Data
FEBRUARY 2016|123456700000830|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000831|Night Shift|High Voice
FEBRUARY 2016|123456700000832|Norm Peterson|Big Data
FEBRUARY 2016|123456700000833|Daily Grinder|High Voice
FEBRUARY 2016|123456700000834|Daily Grinder|High Voice
FEBRUARY 2016|123456700000835|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000836|Night Shift|Big Data
FEBRUARY 2016|123456700000837|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000838|Daily Grinder|High Voice
FEBRUARY 2016|123456700000839|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000840|Daily Grinder|Big Data
FEBRUARY 2016|123456700000841|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000842|Busy|Average User
FEBRUARY 2016|123456700000843|Norm Peterson|Average User
FEBRUARY 2016|123456700000844|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000845|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000846|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000847|Homebody|Average User
FEBRUARY 2016|123456700000848|Night Shift|Big Data
FEBRUARY 2016|123456700000849|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000850|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000851|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000852|Homebody|High Voice
FEBRUARY 2016|123456700000853|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000854|Daily Grinder|High Voice
FEBRUARY 2016|123456700000855|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000856|Daily Grinder|Big Data
FEBRUARY 2016|123456700000857|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000858|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000859|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000860|Busy|High Voice & SMS
FEBRUARY 2016|123456700000861|Daily Grinder|High Voice
FEBRUARY 2016|123456700000862|Homebody|Average User
FEBRUARY 2016|123456700000863|Busy|Average User
FEBRUARY 2016|123456700000864|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000865|Homebody|Big Data
FEBRUARY 2016|123456700000866|Delivering The Goods|Average User
FEBRUARY 2016|123456700000867|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000868|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000869|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000870|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000871|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000872|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000873|Busy|High Voice & SMS
FEBRUARY 2016|123456700000874|Night Shift|Big Data
FEBRUARY 2016|123456700000875|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000876|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000877|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000878|Busy|Low Usage Overall
FEBRUARY 2016|123456700000879|Busy|High Voice & SMS
FEBRUARY 2016|123456700000880|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000881|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000882|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000883|Busy|High Voice & SMS
FEBRUARY 2016|123456700000884|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000885|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000886|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000887|Delivering The Goods|Average User
FEBRUARY 2016|123456700000888|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000889|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000890|Busy|Low Usage Overall
FEBRUARY 2016|123456700000891|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000892|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000893|Busy|Big Data
FEBRUARY 2016|123456700000894|Homebody|High Voice
FEBRUARY 2016|123456700000895|Norm Peterson|Average User
FEBRUARY 2016|123456700000896|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000897|Night Shift|Big Data
FEBRUARY 2016|123456700000898|Busy|Average User
FEBRUARY 2016|123456700000899|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000900|Norm Peterson|Average User
FEBRUARY 2016|123456700000901|Daily Grinder|High Voice
FEBRUARY 2016|123456700000902|Busy|Big Data
FEBRUARY 2016|123456700000903|Daily Grinder|Big Data
FEBRUARY 2016|123456700000904|Busy|High Voice
